"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"1",5.1,"Tobacco tax","LIC",9.75777329337132e-05,0.106910418449357,0.014499780602124,148.597227729958,"Tobacco tax"
"2",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0105546629935853,0.441756600799858,0.560283472257143,53.0839755468898,"Epilepsy acute and chronic treatment"
"3",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.000156545843988626,0.00407433464566157,0.00532250220287867,33.9996391297707,"Aspirin for suspected ACS"
"4",4.3,"Referral hospital NCDs package","LIC",0.00104283529921301,0.0262389560160349,0.0345854002281014,33.1647770786064,"Treatment of early-stage breast cancer"
"5",5.4,"Alcohol regulations","LIC",0.00010908982381136,0.0273714821744024,0.00359317842212147,32.9377965476857,"Alcohol regulations"
"6",5.2,"Alcohol tax","LIC",6.00208497057929e-05,0.00965968681559794,0.00126733510382544,21.1149144012056,"Alcohol tax"
"7",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.0748869059365295,0.775130580435454,1.0118774857084,13.5120749489373,"Heart failure chronic treatment"
"8",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.00203086923151609,0.0208294112057893,0.0271613793056386,13.3742630417233,"Pulmonary rehabilitation"
"9",5.3,"Tobacco regulations","LIC",0.000578688946608622,0.0382865452916321,0.00519707839022654,8.98078047055117,"Tobacco regulations"
"10",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.379103092526123,1.54655728002589,2.01700558670811,5.32046724617296,"CVD primary prevention"
"11",5.6,"Trans fat regulations","LIC",0.00381486492684385,0.0286924715519593,0.0187359164530546,4.91129222458616,"Trans fat regulations"
"12",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.484374145438534,1.58614827784499,2.07054150952176,4.27467388385722,"Heart failure acute treatment"
"13",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0285889984887135,0.0910444267535026,0.118295189769294,4.13778712171381,"Depression chronic treatment"
"14",3.9,"First-level hospital surgical package","LIC",0.00176423384412229,0.00494242351914651,0.00641940527264951,3.63863628057945,"Repair of gastrointestinal perforations"
"15",3.3,"First-level hospital surgical package","LIC",0.127969683496482,0.294437749889099,0.38651012032743,3.02032567219763,"Cervical cancer screening and treatment"
"16",5.5,"Sodium regulations","LIC",0.00761305875313911,0.0350573454532816,0.0228359039774847,2.99957017513738,"Sodium regulations"
"17",3.6,"First-level hospital surgical package","LIC",0.0778530084346761,0.167017623613134,0.218337605109162,2.80448513807095,"Management of bowel obstruction"
"18",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.187234291441871,0.360763708626634,0.471292297337922,2.51712596933261,"Medical management of ACS"
"19",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.00807558215868065,0.0146164386818141,0.0192905736023643,2.38875330884081,"IDU harm reduction measures"
"20",3.7,"First-level hospital surgical package","LIC",0.0230697687162359,0.0400507619160507,0.0516131724788752,2.23726440926784,"Management of appendicitis"
"21",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.610155251875812,0.941328361741459,1.22922525726195,2.01461063144654,"CVD secondary prevention"
"22",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.478717287712186,0.617029732056402,0.802506428210325,1.67636817973619,"Asthma/COPD acute treatment"
"23",4.4,"Referral hospital NCDs package","LIC",0.00923404350046439,0.0113927338425869,0.0149979378713957,1.62420047844062,"Treatment of early-stage colorectal cancer"
"24",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0683733145109831,0.0619744795887622,0.0772404923901225,1.12968769969043,"Schizophrenia chronic treatment"
"25",3.8,"First-level hospital surgical package","LIC",0.391889700287219,0.213277087185354,0.276512879884909,0.705588535963691,"Repair of hernias"
"26",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.145020442632753,0.057133246620095,0.0745485771930425,0.514055645119136,"Alcohol use screening/brief intervention"
"27",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC",1.16666464847337,0.360477332856195,0.471462570764195,0.404111474005084,"Diabetes screening and treatment"
"28",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.204617942102568,0.06518447991965,0.0813438379608299,0.397540103888127,"Bipolar disorder chronic treatment"
"29",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.304520062629137,0.0917302210445571,0.119025980825681,0.390864167694061,"Asthma/COPD chronic treatment"
"30",4.2,"Referral hospital NCDs package","LIC",0.0238959857813185,0.00552523296795584,0.00719269145139665,0.300999988752077,"Management of acute ventilatory failure"
"31",5.1,"Tobacco tax","LIC+LMIC",0.00138787886770162,1.30954199575634,0.74188443997628,534.545526444156,"Tobacco tax"
"32",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.121536159632088,2.46185132468941,11.9537783406214,98.3557352544925,"Epilepsy acute and chronic treatment"
"33",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.00353771989298415,0.044915054737955,0.243298667084597,68.7727334114542,"Aspirin for suspected ACS"
"34",5.4,"Alcohol regulations","LIC+LMIC",0.00158343422851347,0.202921649882744,0.106898725113147,67.5106822804402,"Alcohol regulations"
"35",5.2,"Alcohol tax","LIC+LMIC",0.00121682554414985,0.103868394851756,0.0566998380523114,46.596521847284,"Alcohol tax"
"36",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.682795402621274,5.92085049448735,30.9965860958026,45.3965946120986,"Heart failure chronic treatment"
"37",4.3,"Referral hospital NCDs package","LIC+LMIC",0.0199108940354118,0.146211279236366,0.736077368134346,36.9685744309232,"Treatment of early-stage breast cancer"
"38",5.3,"Tobacco regulations","LIC+LMIC",0.00848436047865214,0.541700667930831,0.309635287991396,36.4948293711096,"Tobacco regulations"
"39",5.6,"Trans fat regulations","LIC+LMIC",0.0561800984671171,0.697251224753805,1.9656054810581,34.9875762892904,"Trans fat regulations"
"40",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.0676629071545279,0.28763244611739,1.58038160394134,23.3566908429176,"Pulmonary rehabilitation"
"41",5.5,"Sodium regulations","LIC+LMIC",0.0650988309767462,0.483929005551807,1.32898437419572,20.4148731130125,"Sodium regulations"
"42",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",4.52494859190934,14.5032369948201,77.4193018449095,17.1094323553943,"CVD primary prevention"
"43",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",5.33199671405077,12.9614546457193,68.3701446412809,12.8226156743708,"Heart failure acute treatment"
"44",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.185188373737893,0.421749322630578,2.0298570575327,10.9610393814768,"Depression chronic treatment"
"45",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",2.93921708187193,4.03373679327805,21.8657857992652,7.43932319056178,"Medical management of ACS"
"46",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",4.67829367311269,6.0188581573016,32.1814763629297,6.87889188057703,"Asthma/COPD acute treatment"
"47",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.0988420763373624,0.117634583107661,0.626766220277968,6.34108715137392,"IDU harm reduction measures"
