"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"1",5.1,"Tobacco tax","LIC",0.000127956557087716,0.108079997370501,0.0149336176296599,116.708498333717,"Tobacco tax"
"2",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0138395672548408,0.422033874221428,0.547894540177213,39.5889936504748,"Epilepsy acute and chronic treatment"
"3",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.000206309775353805,0.00397981376640976,0.00530211746954937,25.699787906107,"Aspirin for suspected ACS"
"4",4.3,"Referral hospital NCDs package","LIC",0.00137283455092105,0.025841523497329,0.0347402484999877,25.3054881789506,"Treatment of early-stage breast cancer"
"5",5.4,"Alcohol regulations","LIC",0.000143107852217435,0.0268564178760148,0.00359563328735531,25.125338907974,"Alcohol regulations"
"6",5.2,"Alcohol tax","LIC",7.86926851619132e-05,0.00947289616364911,0.00126752891047658,16.1073282461844,"Alcohol tax"
"7",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.0985372159278711,0.760001708651812,1.01178451013641,10.2680444196539,"Heart failure chronic treatment"
"8",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.00267402096388017,0.0203124186366338,0.0270117842104721,10.101560374933,"Pulmonary rehabilitation"
"9",5.3,"Tobacco regulations","LIC",0.00075885248643997,0.0387374887135401,0.00535685108746219,7.05914678173219,"Tobacco regulations"
"10",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.498867411254497,1.50777902193283,2.00533391550405,4.01977333107661,"CVD primary prevention"
"11",5.6,"Trans fat regulations","LIC",0.00500255534909941,0.0280193889103689,0.0186589161385192,3.72987700013721,"Trans fat regulations"
"12",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.637389737534232,1.56301312975319,2.080736431137,3.26446490837209,"Heart failure acute treatment"
"13",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0375840673379043,0.0885031837588629,0.117330715159495,3.12182058702211,"Depression chronic treatment"
"14",3.9,"First-level hospital surgical package","LIC",0.00231889261880071,0.00480231979915539,0.00636039642189865,2.74285940208311,"Repair of gastrointestinal perforations"
"15",3.3,"First-level hospital surgical package","LIC",0.168222817943291,0.288876979434787,0.386754858638603,2.29906301277737,"Cervical cancer screening and treatment"
"16",5.5,"Sodium regulations","LIC",0.00998325189220721,0.0341572719763373,0.0226896949281259,2.27277596249345,"Sodium regulations"
"17",3.6,"First-level hospital surgical package","LIC",0.102278116807493,0.163248167573237,0.217645204387442,2.12797430360486,"Management of bowel obstruction"
"18",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.246617671916659,0.352364797537167,0.469441152938752,1.90351789995566,"Medical management of ACS"
"19",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0106075639921901,0.01441205760931,0.0193999996887197,1.82888358750446,"IDU harm reduction measures"
"20",3.7,"First-level hospital surgical package","LIC",0.0302606954015384,0.0386909444644152,0.0508817497414547,1.6814468096747,"Management of appendicitis"
"21",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.80281473589896,0.918905277395946,1.22370359203142,1.52426648056125,"CVD secondary prevention"
"22",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.627803377484538,0.60252646914459,0.799119435626188,1.27288170832733,"Asthma/COPD acute treatment"
"23",4.4,"Referral hospital NCDs package","LIC",0.0121515913889586,0.0112073301953726,0.015047724674156,1.23833366285085,"Treatment of early-stage colorectal cancer"
"24",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0898983161750829,0.0580035927035818,0.074167665619267,0.825017294815851,"Schizophrenia chronic treatment"
"25",3.8,"First-level hospital surgical package","LIC",0.514742306511943,0.207331377852017,0.274475025456793,0.533228028830042,"Repair of hernias"
"26",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.190634240857677,0.0557478843656877,0.0741812226349703,0.389128533789227,"Alcohol use screening/brief intervention"
"27",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC",1.53607768958808,0.352484983816483,0.470152751621453,0.306073550060824,"Diabetes screening and treatment"
"28",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.399251692117159,0.0890497190462953,0.117822655977699,0.295108720398671,"Asthma/COPD chronic treatment"
"29",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.268874858892651,0.0610851833017343,0.0781995305300767,0.290839875666092,"Bipolar disorder chronic treatment"
"30",4.2,"Referral hospital NCDs package","LIC",0.0313646844384625,0.00537997056260135,0.00714205414073726,0.227710058896016,"Management of acute ventilatory failure"
"31",5.1,"Tobacco tax","LIC+LMIC",0.00181257555895986,1.32337904822829,0.763071912322796,420.987642998277,"Tobacco tax"
"32",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.158805966650653,2.34716797730577,11.6585508040785,73.4138083723601,"Epilepsy acute and chronic treatment"
"33",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.00464127724906035,0.0438163986385873,0.241833083997152,52.1048562755247,"Aspirin for suspected ACS"
"34",5.4,"Alcohol regulations","LIC+LMIC",0.00206747805268729,0.199701846405728,0.107236677053478,51.8683508703238,"Alcohol regulations"
"35",5.2,"Alcohol tax","LIC+LMIC",0.00158903799039919,0.102220649632848,0.0568747562981544,35.7919424468049,"Alcohol tax"
"36",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.898372632905598,5.7980513194301,30.9263668343683,34.4248763838047,"Heart failure chronic treatment"
"37",5.3,"Tobacco regulations","LIC+LMIC",0.0110787114046356,0.547403654381732,0.318452447692016,28.7445386075105,"Tobacco regulations"
"38",4.3,"Referral hospital NCDs package","LIC+LMIC",0.0261088203733284,0.14325026132304,0.734295053693635,28.1244055914436,"Treatment of early-stage breast cancer"
"39",5.6,"Trans fat regulations","LIC+LMIC",0.0733585013396164,0.67982225888729,1.9527459861666,26.6192186386998,"Trans fat regulations"
"40",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.0888734301821364,0.280324746156028,1.56939927125218,17.6588128536939,"Pulmonary rehabilitation"
"41",5.5,"Sodium regulations","LIC+LMIC",0.0850860700348275,0.471463524552877,1.3193311399954,15.505841784153,"Sodium regulations"
"42",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",5.9240583283776,14.1257870793651,76.8277842958834,12.9687758015246,"CVD primary prevention"
"43",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",7.00636880984004,12.767035565203,68.621481507113,9.79415776839184,"Heart failure acute treatment"
"44",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.24248949205593,0.408686926246412,2.00397475346043,8.26417151716502,"Depression chronic treatment"
"45",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",3.86031778425372,3.93342376577682,21.7242068593482,5.62756956123185,"Medical management of ACS"
"46",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",6.12468560245099,5.87990363231698,32.0350652473954,5.23048321608141,"Asthma/COPD acute treatment"
"47",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.129065292681105,0.116050424610046,0.63018830479734,4.88270929934986,"IDU harm reduction measures"
"48",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",12.0123842148634,9.78994880155936,53.8605703666263,4.48375354993911,"CVD secondary prevention"
"49",3.9,"First-level hospital surgical package","LIC+LMIC",0.0385982413274078,0.0260454867915048,0.131535650352527,3.40781460058717,"Repair of gastrointestinal perforations"
"50",3.7,"First-level hospital surgical package","LIC+LMIC",0.264676614992927,0.168790456994304,0.813027496886834,3.07177684325667,"Management of appendicitis"
"51",3.3,"First-level hospital surgical package","LIC+LMIC",1.96816250443549,1.16056169156873,5.55912598955291,2.82452591034772,"Cervical cancer screening and treatment"
"52",4.4,"Referral hospital NCDs package","LIC+LMIC",0.202742053523854,0.0875012371212589,0.470599674935888,2.32117445175486,"Treatment of early-stage colorectal cancer"
"53",3.6,"First-level hospital surgical package","LIC+LMIC",1.67645582683439,0.75376120069201,3.7161591013988,2.21667582403047,"Management of bowel obstruction"
"54",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.4040853002024,0.382948206110724,2.01255992707332,1.43336015752263,"Alcohol use screening/brief intervention"
"55",4.2,"Referral hospital NCDs package","LIC+LMIC",0.236714949176764,0.0574796086619356,0.315868136843852,1.33438187128596,"Management of acute ventilatory failure"
"56",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.62286273439784,0.395674540047401,1.98924776361939,1.22576464506562,"Schizophrenia chronic treatment"
"57",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",2.78540286708277,0.49088052542086,2.49088904766454,0.894265270241975,"Asthma/COPD chronic treatment"
"58",4.1,"Referral hospital NCDs package","LIC+LMIC",2.65162993621484,0.358976475324567,2.13061519464238,0.803511517781324,"PCI for ACS"
"59",3.8,"First-level hospital surgical package","LIC+LMIC",7.5267690253973,1.10079309820152,5.54569091378437,0.736795681529717,"Repair of hernias"
"60",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",34.9925786952893,2.78561255033393,14.952580198686,0.427307182156854,"Diabetes screening and treatment"
"61",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",2.72065199403519,0.248089890948268,1.14224486450392,0.419842327136363,"Bipolar disorder chronic treatment"
"62",5.1,"Tobacco tax","LMIC",0.00168461900187214,1.21529905085779,0.748138294693136,444.09940399682,"Tobacco tax"
"63",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.144966399395812,1.92513410308434,11.1106562639013,76.6429759600017,"Epilepsy acute and chronic treatment"
"64",5.4,"Alcohol regulations","LMIC",0.00192437020046985,0.172845428529713,0.103641043766123,53.8571236141662,"Alcohol regulations"
"65",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.00443496747370654,0.0398365848721776,0.236530966527603,53.3331908136681,"Aspirin for suspected ACS"
"66",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.799835416977727,5.03804961077828,29.9145823242319,37.4009223513354,"Heart failure chronic treatment"
