"","Code","Intervention","WB_Region","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","Gross.benefits","Forgone.surplus","BCR","BCR.without.surplus"
"1",5.1,"Tobacco tax","LIC",764449.573702193,2925230.10564744,2160780.53194524,87789.7006363295,133145931.986021,132476055.757857,669876.228163742,990633304.33314,15453879.547597,56.2391383006969,458.46086156715
"2",5.4,"Alcohol regulations","LIC",1281462.75785039,2340946.40119905,1059483.64334865,13807.4263996734,47561669.9538007,47431086.7290295,130583.22477126,189516811.311146,2956462.25645387,47.1910767823004,178.876580588021
"3",5.3,"Tobacco regulations","LIC",1728807.31130028,3077321.80157786,1348514.49027759,18838.7512173269,133145931.986021,132988011.225758,157920.76026232,233709646.7827,3645870.48981011,46.7944797436492,173.308962171101
"4",5.2,"Alcohol tax","LIC",2107495.54257442,2871949.74089025,764454.198315824,4200.83315244863,47561669.9538007,47523266.427223,38403.5265777667,55680903.7134506,868622.09792983,34.0957148428752,72.8374621215002
"5",4.3,"Treatment of early-stage breast cancer","LIC",1204019.292862,7508518.69350657,6304499.40064457,7106.10066385123,9291094.72298886,9179988.81776288,111105.905225981,161701169.727168,0,25.6485343960276,25.6485343960276
"6",2.5,"Aspirin for suspected ACS","LIC",647558.488038882,1340117.82915077,692559.341111893,1665.40707030842,35512209.9648428,35500488.0974842,11721.8673585848,16953540.1476043,0,24.4795487421853,24.4795487421853
"7",1.2,"Pulmonary rehabilitation","LIC",9174126.73734625,17692455.0545695,8518328.31722322,5981.39593948008,11923584.5214921,11863338.8705532,60245.6509389084,87010765.8813566,0,10.2145353690382,10.2145353690382
"8",2.13,"Epilepsy acute and chronic treatment","LIC",63623654.0482838,293678917.035375,230055262.987091,13801.8595277852,10539480.8843975,8902828.200581,1636652.68381648,2319849323.16908,0,10.0838785127,10.0838785127
"9",2.7,"Heart failure chronic treatment","LIC",273449911.802387,622939396.765617,349489484.96323,266478.255570095,47082952.4840273,44804733.975879,2278218.50814829,3287489232.51751,0,9.40654690330206,9.40654690330206
"10",1.1,"IDU harm reduction measures","LIC",1217725.58162729,53941760.8605386,52724035.2789113,3044.68570404518,8939912.8664467,8625398.58971438,314514.276732314,458123916.420194,0,8.68909054469576,8.68909054469576
"11",5.6,"Trans fat regulations","LIC",6592111.34797121,34273539.3925051,27681428.0445339,17561.3533407662,35512209.9648428,35369034.9123107,143175.052532091,207057326.828449,476231.851705433,7.3534991043806,7.48000885269848
"12",5.5,"Salt regulations","LIC",0,62395650.6517654,62395650.6517654,25688.9640168987,73518455.9527163,73322705.0658609,195750.886855381,282667776.885363,650135.886836335,4.48353161098705,4.53024808512619
"13",2.1,"Depression chronic treatment","LIC",106833410.455856,237948630.235261,131115219.779405,2535.83101875935,32758583.5344786,32396823.7004556,361759.834023025,520954616.498386,0,3.97325815702302,3.97325815702302
"14",2.4,"CVD primary prevention","LIC",1473833443.94379,3192444259.88466,1718610815.94087,601782.056810135,73518455.9527163,69047020.9097438,4471435.04297244,6462365722.17292,0,3.76022637715976,3.76022637715976
"15",3.7,"Management of appendicitis","LIC",2580481.46809499,76910408.011106,74329926.543011,5903.89490371888,1231981.5048674,1065272.06286308,166709.442004319,238579844.453303,0,3.20974142649326,3.20974142649326
"16",3.2,"Heart failure acute treatment","LIC",760402411.84255,3587781286.13276,2827378874.29021,685691.277614546,47082952.4840273,41428369.8558269,5654582.62820035,8134963904.43021,0,2.87721040091326,2.87721040091326
"17",3.9,"Repair of gastrointestinal perforations","LIC",364572.42649202,11866796.0752267,11502223.6487346,1468.43330735643,2858691.68510669,2837624.57688759,21067.1082190968,30326320.6360886,0,2.6365615521156,2.6365615521156
"18",3.3,"Cervical cancer screening and treatment","LIC",144152749.11064,914390642.450427,770237893.339788,85126.5753554011,8098308.10836842,6858230.28390523,1240077.82446319,1799532018.2207,0,2.3363327535313,2.3363327535313
"19",3.6,"Management of bowel obstruction","LIC",16252087.1958093,522487665.527329,506235578.33152,38115.9449008528,5457427.00951995,4722364.1922695,735062.817250446,1063349641.83252,0,2.10050357451598,2.10050357451598
"20",3.1,"Medical management of ACS","LIC",407884987.965644,1437950369.36859,1030065381.40295,176707.890156362,35512209.9648428,34180764.0068576,1331445.9579852,1925417141.16349,0,1.86921837771217,1.86921837771217
"21",2.6,"CVD secondary prevention","LIC",2649891507.71191,5262926387.27256,2613034879.56065,360509.364397647,44875459.650047,42211365.1407087,2664094.5093383,3852938623.07883,0,1.47450715381444,1.47450715381444
"22",4.4,"Treatment of early-stage colorectal cancer","LIC",10078403.89254,66127279.6941678,56048875.8016278,4152.16179889577,3520231.25048152,3472279.86433627,47950.5663262317,69722551.331979,0,1.24395985351689,1.24395985351689
"23",3.4,"Asthma/COPD acute treatment","LIC",667415657.554931,3443810435.83272,2776394778.27779,166985.406691684,22339847.6973398,20008438.5999176,2331409.09742216,3353381658.80686,0,1.20781874575019,1.20781874575019
"24",2.12,"Schizophrenia chronic treatment","LIC",298684507.942466,588658943.193667,289974435.2512,22.8031897376272,3339812.20416593,3212411.34258843,127400.861577502,179494697.110523,0,0.619001799089734,0.619001799089734
"25",3.8,"Repair of hernias","LIC",75733839.1319498,2625031709.69043,2549297870.55848,26763.5243967287,6205550.16479473,5283978.6994067,921571.465388029,1325158962.94547,0,0.51981330948006,0.51981330948006
"26",2.9,"Alcohol use screening/brief intervention","LIC",21892589.3213546,972331358.539333,950438769.217978,5289.46666713853,14001788.1777319,13752061.5663264,249726.611405586,360727565.218436,0,0.379537932270211,0.379537932270211
"27",2.3,"Diabetes screening and treatment","LIC",5184383317.87967,10122038501.8717,4937655183.99203,61197.9058109679,62668252.1098249,61616309.7252206,1051942.38460427,1522110060.86066,0,0.308265766673089,0.308265766673089
"28",2.14,"Asthma/COPD chronic treatment","LIC",1119974467.79062,2505047991.09779,1385073523.30717,12894.7340469956,10416263.1758477,10142111.5468701,274151.628977667,394295760.591734,0,0.284674967759303,0.284674967759303
"29",4.2,"Management of acute ventilatory failure","LIC",28975548.2681428,170526644.53917,141551096.271027,1815.0249696963,22339847.6973398,22318126.0067586,21721.6905811838,31324708.4587217,0,0.221296120510041,0.221296120510041
"30",2.11,"Bipolar disorder chronic treatment","LIC",114226156.003365,1406895478.36991,1292669322.36654,67.905572016718,3624051.54069069,3421428.16735109,202623.373339605,285586187.703655,0,0.220927489159271,0.220927489159271
"31",5.1,"Tobacco tax","LIC/LMC",13231415.9460243,67117426.8688714,53886010.9228471,1108905.62259555,1084602100.34821,1076379906.12062,8222194.22759709,44956759769.8482,701325452.409633,59.528704147935,834.293706287081
"32",5.3,"Tobacco regulations","LIC/LMC",48421413.2229692,73548314.931219,25126901.7082498,235214.487304478,1084602100.34821,1082837721.63931,1764378.70890507,9646147157.69865,150479895.660099,54.9303745769312,383.897197899714
"33",5.4,"Alcohol regulations","LIC/LMC",15670718.3373524,46431909.8490857,30761191.5117333,109087.248044742,325951661.070683,324938927.780855,1012733.28982818,5455431109.41154,85104725.30682,47.0840024332158,177.347847768857
"34",2.5,"Aspirin for suspected ACS","LIC/LMC",16784763.1704234,30870561.1525213,14085797.9820979,16850.461692974,365099720.472599,364978946.826125,120769.053104539,646585616.614448,0,45.9033714267531,45.9033714267531
"35",5.2,"Alcohol tax","LIC/LMC",15937812.8600016,50030504.4543335,34092691.5943319,51608.2108697869,325951661.070683,325477294.470619,474366.027386815,2554312676.08223,39847277.7468828,34.5457632568754,74.9225877051872
"36",2.7,"Heart failure chronic treatment","LIC/LMC",3080793234.58647,5941263116.78053,2860469882.19406,2006953.94625606,421716473.078137,405755307.459508,15961165.6186285,85350725272.3856,0,29.8380087144701,29.8380087144701
"37",5.6,"Trans fat regulations","LIC/LMC",633287884.549948,933514934.157549,300227049.607601,222452.695922321,365099720.472599,363388158.449162,1711562.02343701,9160490471.61243,21069128.0847086,28.5110471509717,30.5118758738936
"38",4.3,"Treatment of early-stage breast cancer","LIC/LMC",45847918.9425111,151389591.394945,105541672.452434,40739.6192206861,49755235.0642852,49198953.3009657,556280.626386684,2986822823.73148,0,28.2999383497319,28.2999383497319
"39",5.5,"Salt regulations","LIC/LMC",1534747418.16942,2028196879.12875,493449460.959333,335066.647461345,625060940.463946,622530872.093037,2530068.37090899,13537136169.1402,31135413.1890225,25.805426035429,27.4336831634636
"40",2.13,"Epilepsy acute and chronic treatment","LIC/LMC",2953306285.84202,4100503353.60329,1147197067.76127,47410.5570025314,45103177.8843236,40006137.419001,5097040.4653226,26792004963.601,0,23.3543178556801,23.3543178556801
"41",1.1,"IDU harm reduction measures","LIC/LMC",21058804.4169182,644281092.004406,623222287.587488,20839.7403961702,72013809.7778867,69476793.6036913,2537012.81801164,13689534283.3386,0,21.9657328628781,21.9657328628781
"42",2.1,"Depression chronic treatment","LIC/LMC",866754681.248597,1602982239.37052,736227558.121919,16109.5812417862,238631858.316719,236311168.749084,2320688.01645435,12350669405.3018,0,16.775614100629,16.775614100629
"43",1.2,"Pulmonary rehabilitation","LIC/LMC",319816643.420866,591960125.008748,272143481.587882,94436.9675186961,147163442.933297,146372431.454584,791010.636452372,4230811780.51484,0,15.5462543355043,15.5462543355043
"44",2.4,"CVD primary prevention","LIC/LMC",21006403829.2823,39084023426.7583,18077619597.476,5308531.94315092,625060940.463946,585861238.018557,39199702.4453888,209751983554.264,0,11.6028541492017,11.6028541492017
"45",3.2,"Heart failure acute treatment","LIC/LMC",25778286097.6818,47021757431.9401,21243471334.2582,4479520.10940788,421716473.078137,386668478.066572,35047995.0115647,187096698499.515,0,8.80725638270775,8.80725638270775
"46",3.7,"Management of appendicitis","LIC/LMC",72300232.5552068,681639090.557209,609338858.002002,32599.4600501194,5251753.15953325,4546762.78359621,704987.970426467,3736667196.55982,0,6.13233038971485,6.13233038971485
"47",3.1,"Medical management of ACS","LIC/LMC",14710361755.1786,26081471951.1536,11371110195.9749,1497261.60091352,365099720.472599,353909754.078315,11189966.3942834,59895857140.2718,0,5.26737109288356,5.26737109288356
"48",3.4,"Asthma/COPD acute treatment","LIC/LMC",21135081295.0465,40128556821.4168,18993475526.3703,1677017.83215546,203992798.502766,187451534.978413,16541263.5243534,88216145211.3253,0,4.64454991867324,4.64454991867324
"49",2.6,"CVD secondary prevention","LIC/LMC",45353564406.7419,81004128594.7432,35650564188.0013,3651437.1651017,441564152.83138,414747553.809532,26816599.0218484,143538697292.459,0,4.02626720114486,4.02626720114486
"50",3.9,"Repair of gastrointestinal perforations","LIC/LMC",19700209.3465067,201419734.608022,181719525.261515,9963.09214921067,15559236.0411482,15449012.2183457,110218.469710031,586855013.721237,0,3.22945491342598,3.22945491342598
"51",3.3,"Cervical cancer screening and treatment","LIC/LMC",3337928534.64273,11283138104.3444,7945209569.70169,331310.936421154,31048503.1742511,26529981.2247199,4518521.94953118,24200432741.455,0,3.04591496664116,3.04591496664116
"52",3.6,"Management of bowel obstruction","LIC/LMC",1062950375.81349,8828012318.64082,7765061942.82733,218868.512139543,24878030.330705,21622143.8569709,3255886.47373408,17408846999.4383,0,2.24194566992721,2.24194566992721
"53",4.4,"Treatment of early-stage colorectal cancer","LIC/LMC",343456285.435353,1176504108.73689,833047823.301537,33454.484424567,26776930.8749915,26438233.5554886,338693.60400592,1820068501.10051,0,2.18483075063711,2.18483075063711
"54",2.9,"Alcohol use screening/brief intervention","LIC/LMC",173909802.561874,7034532550.18761,6860622747.62574,47659.204353405,100043409.8707,98344670.689859,1698739.18084145,9077730771.44354,0,1.32316425277648,1.32316425277648
"55",4.2,"Management of acute ventilatory failure","LIC/LMC",767795827.922089,1533143166.72056,765347338.798472,18387.4138720718,203992798.502766,203826143.265223,166648.739075504,890712717.539363,0,1.16380193983258,1.16380193983258
"56",2.12,"Schizophrenia chronic treatment","LIC/LMC",7484625425.54583,11467953616.5897,3983328191.0439,128.825401984536,24330635.7122313,23575426.102992,755209.609239349,3933822985.94847,0,0.987571898994731,0.987571898994731
"57",2.14,"Asthma/COPD chronic treatment","LIC/LMC",9542873701.8596,18204109588.1491,8661235886.28953,103037.391415071,56829355.5694687,55446362.2064698,1382993.36299892,7372762838.17614,0,0.851236813656928,0.851236813656928
"58",3.8,"Repair of hernias","LIC/LMC",3512975229.86441,38989209531.5342,35476234301.6698,146040.973199179,31641717.5696131,26927539.8814075,4714177.68820552,25099665240.6584,0,0.707506468336663,0.707506468336663
"59",4.1,"PCI for ACS","LIC/LMC",10373885511.4088,18049756226.5627,7675870715.15387,109323.978523887,329587510.507756,328596593.129791,990916.57244748,5303072268.64289,0,0.690875662896908,0.690875662896908
"60",2.11,"Bipolar disorder chronic treatment","LIC/LMC",1481080302.40045,14147138360.2396,12666058057.8392,478.611539420663,26400521.4790919,24953195.5219571,1447325.95713474,7538909144.43015,0,0.595205636197462,0.595205636197462
"61",2.3,"Diabetes screening and treatment","LIC/LMC",128908410540.454,233803753510.716,104895342970.262,593477.640411512,568684360.274177,560737557.937577,7946802.3366,42607484192.75,0,0.406190427394181,0.406190427394181
"62",5.1,"Tobacco tax","LMC",12466966.3723221,64192196.7632239,51725230.3909018,1021115.92195922,951456168.362192,943903850.362759,7552317.99943335,49590688307.2002,773614737.592323,60.0851651815414,958.733057976344
"63",5.3,"Tobacco regulations","LMC",46692605.9116689,70470993.1296412,23778387.2179722,216375.736087151,951456168.362192,949849710.413549,1606457.94864275,10546508202.1923,164525527.9542,56.0079071778688,443.533369421329
"64",2.5,"Aspirin for suspected ACS","LMC",16137204.6823845,29530443.3233705,13393238.640986,15185.0546226656,329587510.507756,329478458.72864,109047.185745954,700761547.688336,0,52.3220384906654,52.3220384906654
"65",5.4,"Alcohol regulations","LMC",14389255.579502,44090963.4478866,29701707.8683846,95279.8216450688,278389991.116883,277507841.051826,882150.065056922,5706897546.06382,89027601.7185955,48.0664594607365,192.140383689465
"66",5.2,"Alcohol tax","LMC",13830317.3174272,47158554.7134433,33328237.3960161,47407.3777173383,278389991.116883,277954028.043396,435962.500809049,2818976750.57079,43976037.3089043,36.465987959025,84.5822332898936
