"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"1",5.1,"Tobacco tax","LIC",0.000146771692887576,0.128280170376005,0.0107272625880192,73.0880892423583,"Tobacco tax"
"2",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0158740011084489,0.487190658322896,0.639550065351508,40.2891533761523,"Epilepsy acute and chronic treatment"
"3",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.000237220441907137,0.00464815919759652,0.00625103510251116,26.3511654065555,"Aspirin for suspected ACS"
"4",4.3,"Referral hospital NCDs package","LIC",0.00157769203689282,0.0303008439833487,0.0411189778283847,26.0627402983959,"Treatment of early-stage breast cancer"
"5",5.4,"Alcohol regulations","LIC",0.000164181181937544,0.0314342112349378,0.00254892934138348,15.5251004488024,"Alcohol regulations"
"6",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.113261173992607,0.88735220205418,1.19248892583602,10.5286647118266,"Heart failure chronic treatment"
"7",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.00307333391448947,0.0237046048778522,0.031820713220372,10.3538092852035,"Pulmonary rehabilitation"
"8",5.2,"Alcohol tax","LIC",9.02566326844297e-05,0.0110847711133462,0.00089832115395194,9.95296552988853,"Alcohol tax"
"9",5.3,"Tobacco regulations","LIC",0.000870436837440158,0.0459944043394175,0.00384931652103864,4.42228126782752,"Tobacco regulations"
"10",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.573307120997039,1.7596800423736,2.36248449865329,4.12080089733525,"CVD primary prevention"
"11",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.732772359583873,1.82488607953877,2.4523094972217,3.34661844861932,"Heart failure acute treatment"
"12",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0431635051359618,0.103138817385581,0.138058024162338,3.19848964368084,"Depression chronic treatment"
"13",3.9,"First-level hospital surgical package","LIC",0.00266289864111071,0.00559443206426188,0.00747945276441857,2.80876359653661,"Repair of gastrointestinal perforations"
"14",3.3,"First-level hospital surgical package","LIC",0.193191275237679,0.338115156107057,0.456950248096269,2.36527372954132,"Cervical cancer screening and treatment"
"15",5.6,"Trans fat regulations","LIC",0.00573814660263009,0.0327205813614861,0.013197213843105,2.29990879582199,"Trans fat regulations"
"16",3.6,"First-level hospital surgical package","LIC",0.117422503774607,0.190723164208612,0.256678235526673,2.18593733973999,"Management of bowel obstruction"
"17",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.283551499988013,0.411539884319783,0.553456181626882,1.95187181746624,"Medical management of ACS"
"18",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0121772579282052,0.0169086312417649,0.0229749300664713,1.88670800946545,"IDU harm reduction measures"
"19",3.7,"First-level hospital surgical package","LIC",0.0347150856905898,0.0449299001751972,0.059665612173525,1.71872288333998,"Management of appendicitis"
