"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"1",5.1,"Tobacco tax","LIC",0.000146773095575363,0.230928898298473,0.0450596105581226,307.001841049172,"Tobacco tax"
"2",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0158740530964515,0.868513763122584,1.13990791791861,71.8095064311855,"Epilepsy acute and chronic treatment"
"3",5.4,"Alcohol regulations","LIC",0.000164181791961546,0.0565821005414137,0.0107056077252979,65.2058160493541,"Alcohol regulations"
"4",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.000237221631723903,0.00836671056635719,0.0112518975211797,47.4320045748425,"Aspirin for suspected ACS"
"5",4.3,"Referral hospital NCDs package","LIC",0.00157770537112495,0.0545418371185498,0.074014621057363,46.9128282200044,"Treatment of early-stage breast cancer"
"6",5.2,"Alcohol tax","LIC",9.02568422866641e-05,0.0199526731074695,0.0037729659353686,41.8025474831627,"Alcohol tax"
"7",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.11347945919454,1.58322992190421,2.12769026455561,18.7495629575399,"Heart failure chronic treatment"
"8",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.00307347144867466,0.0426689169100516,0.0572781754831467,18.6363128597945,"Pulmonary rehabilitation"
"9",5.3,"Tobacco regulations","LIC",0.000870443858969541,0.0827917439401628,0.0161675072881725,18.5738656451802,"Tobacco regulations"
"10",5.6,"Trans fat regulations","LIC",0.00573816405561183,0.0588980539206716,0.0554293067482784,9.65976333389587,"Trans fat regulations"
"11",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.573846684910302,3.17008054472606,4.25626246452172,7.41707249766026,"CVD primary prevention"
"12",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.734742650937008,3.22331036587982,4.33171616859192,5.89555562490859,"Heart failure acute treatment"
"13",5.5,"Sodium regulations","LIC",0.0114512450321041,0.0717248077047861,0.0673330784066726,5.87997883355923,"Sodium regulations"
"14",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0431635362497637,0.185611794383731,0.248453354792441,5.75609360073692,"Depression chronic treatment"
"15",3.9,"First-level hospital surgical package","LIC",0.00266290009572817,0.0100699828345675,0.0134630222721968,5.05577445199474,"Repair of gastrointestinal perforations"
"16",3.3,"First-level hospital surgical package","LIC",0.193200143680928,0.60866786616709,0.822598131146225,4.25775113555172,"Cervical cancer screening and treatment"
"17",3.6,"First-level hospital surgical package","LIC",0.117423678812485,0.343304968476591,0.462025479989111,3.93468748945365,"Management of bowel obstruction"
"18",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.283834451725989,0.7409275953242,0.996444000559526,3.51065205263202,"Medical management of ACS"
"19",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0121772596177523,0.0304355496976957,0.0413548937426281,3.39607555729039,"IDU harm reduction measures"
"20",3.7,"First-level hospital surgical package","LIC",0.0347151044793855,0.0806504890939198,0.107100183100051,3.08511769462337,"Management of appendicitis"
"21",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.926072889770914,1.93256412528459,2.5979985745737,2.80539318586075,"CVD secondary prevention"
"22",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.720217510747749,1.25478281280697,1.67991262154309,2.33250732795841,"Asthma/COPD acute treatment"
"23",4.4,"Referral hospital NCDs package","LIC",0.0139625183899228,0.0236413919486064,0.0320418285699954,2.29484593503713,"Treatment of early-stage colorectal cancer"
"24",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.103250041429707,0.119667864534263,0.154911446904438,1.50035239462739,"Schizophrenia chronic treatment"
"25",3.8,"First-level hospital surgical package","LIC",0.590911913322827,0.432772620920209,0.578646277230471,0.979242868834065,"Repair of hernias"
"26",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.218926460174296,0.117136686632087,0.157340682064078,0.718691938556959,"Alcohol use screening/brief intervention"
"27",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC",1.76580469014135,0.741444498508452,0.998297357907843,0.565349816704774,"Diabetes screening and treatment"
"28",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.457924635932872,0.186647606183535,0.24928581741401,0.544381755976442,"Asthma/COPD chronic treatment"
"29",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.308719348878933,0.126061222212746,0.163368656860554,0.529181787451296,"Bipolar disorder chronic treatment"
"30",4.2,"Referral hospital NCDs package","LIC",0.0359932373969239,0.0112919384574925,0.0151319953526266,0.420412178703322,"Management of acute ventilatory failure"
"31",5.1,"Tobacco tax","LIC+LMIC",0.00207504328373818,2.8270284005823,2.30088772123323,1108.83842243916,"Tobacco tax"
