"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"1",5.1,"Tobacco tax","LIC",0.000127957712630222,0.194564111781245,0.026883479170182,210.096590643748,"Tobacco tax"
"2",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0138396103901956,0.752428588349661,0.976620612629301,70.567059699973,"Epilepsy acute and chronic treatment"
"3",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.000206310764918139,0.00716368476479804,0.00954383981572572,46.2595338615151,"Aspirin for suspected ACS"
"4",4.3,"Referral hospital NCDs package","LIC",0.00137284559103635,0.0465150052642355,0.0625328259222704,45.5497882140298,"Treatment of early-stage breast cancer"
"5",5.4,"Alcohol regulations","LIC",0.000143108358904747,0.0483419846539808,0.00647220150392888,45.225880259285,"Alcohol regulations"
"6",5.2,"Alcohol tax","LIC",7.86928592638042e-05,0.017051283834256,0.00228156211136284,28.99325469563,"Alcohol tax"
"7",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.098718714341217,1.35600045840592,1.80525866524499,18.2868940027439,"Heart failure chronic treatment"
"8",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.00267413554310261,0.036562878134164,0.0486219506755187,18.1823059795638,"Pulmonary rehabilitation"
"9",5.3,"Tobacco regulations","LIC",0.000758858272730956,0.0697289640350243,0.00964255133511119,12.7066564095162,"Tobacco regulations"
"10",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.499316271695252,2.71621564338588,3.61273586279139,7.23536577433302,"CVD primary prevention"
"11",5.6,"Trans fat regulations","LIC",0.00500256986318144,0.0504357385706954,0.0335866442823204,6.71387810683379,"Trans fat regulations"
"12",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.639027531871132,2.7607107865512,3.67530872048169,5.75140903510064,"Heart failure acute treatment"
"13",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0375840931629278,0.159273095978669,0.211151909863394,5.61811905233542,"Depression chronic treatment"
"14",3.9,"First-level hospital surgical package","LIC",0.00231889382926065,0.00864417990565844,0.0114487195964828,4.93714694998911,"Repair of gastrointestinal perforations"
"15",3.3,"First-level hospital surgical package","LIC",0.168230175681881,0.520028712691748,0.69623082048337,4.13856085961607,"Cervical cancer screening and treatment"
"16",5.5,"Sodium regulations","LIC",0.00998327299165866,0.0614863855711336,0.0408437798585914,4.09122137526618,"Sodium regulations"
"17",3.6,"First-level hospital surgical package","LIC",0.102279093657397,0.293849432944369,0.391765223127928,3.83035485668479,"Management of bowel obstruction"
"18",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.246852868820731,0.634386300869786,0.845178200384751,3.42381356320608,"Medical management of ACS"
"19",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0106075653914779,0.025941714803533,0.0349200155201985,3.29199153919459,"IDU harm reduction measures"
"20",3.7,"First-level hospital surgical package","LIC",0.0302607109752595,0.0694518058236667,0.0913335577222187,3.01822246664631,"Management of appendicitis"
"21",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.805357189106697,1.65496051731387,2.20398718277398,2.73665798553142,"CVD secondary prevention"
"22",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC",0.62785244254797,1.07646907278535,1.42769890260913,2.27394019017462,"Asthma/COPD acute treatment"
"23",4.4,"Referral hospital NCDs package","LIC",0.012151649290963,0.0201732410841025,0.0270859713486181,2.22899548037167,"Treatment of early-stage colorectal cancer"
"24",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.0898983178019422,0.10437824633213,0.133464289074105,1.48461386527993,"Schizophrenia chronic treatment"
"25",3.8,"First-level hospital surgical package","LIC",0.514745261745784,0.371622563511353,0.491958219819447,0.955731419753037,"Repair of hernias"
"26",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.19063445012459,0.100346395366011,0.133526490190737,0.700432110269,"Alcohol use screening/brief intervention"
"27",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC",1.53635029857596,0.634506151062189,0.846322145444107,0.550865350323141,"Diabetes screening and treatment"
"28",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.399255441464978,0.160290394902487,0.212082053617034,0.531193896415904,"Asthma/COPD chronic treatment"
"29",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.268874861965611,0.109897954524202,0.140685537307109,0.523237971294999,"Bipolar disorder chronic treatment"
"30",4.2,"Referral hospital NCDs package","LIC",0.0313647268972722,0.0096833072858001,0.012854848658946,0.409850489087601,"Management of acute ventilatory failure"
"31",5.1,"Tobacco tax","LIC+LMIC",0.00181260805152602,2.38229282225276,1.37365771722388,757.83494179418,"Tobacco tax"
"32",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.158807545999672,4.17257759803738,20.7093469110772,130.405307762391,"Epilepsy acute and chronic treatment"
"33",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.00464130437068488,0.0788697365334974,0.435300837225978,93.7884703221359,"Aspirin for suspected ACS"
"34",5.4,"Alcohol regulations","LIC+LMIC",0.0020674913345367,0.359466902574887,0.193028092118654,93.3634346583169,"Alcohol regulations"
"35",5.2,"Alcohol tax","LIC+LMIC",0.00158904196964521,0.183997971461029,0.102375038923256,64.4256356212625,"Alcohol tax"
"36",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.90021294390052,10.3574232208176,55.2540229068478,61.3788362867105,"Heart failure chronic treatment"
"37",5.3,"Tobacco regulations","LIC+LMIC",0.0110789982041274,0.985355124399712,0.573232431529326,51.7404571214544,"Tobacco regulations"
"38",4.3,"Referral hospital NCDs package","LIC+LMIC",0.0261090763129248,0.257851747013297,1.32173794150517,50.6236959769762,"Treatment of early-stage breast cancer"
"39",5.6,"Trans fat regulations","LIC+LMIC",0.0733613725623525,1.22373393177475,3.51511107115843,47.9150123339201,"Trans fat regulations"
"40",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.0888807906975307,0.504597507248542,2.82499787961713,31.7841218270757,"Pulmonary rehabilitation"
"41",5.5,"Sodium regulations","LIC+LMIC",0.0850872966969281,0.848689536952689,2.37496226375904,27.912066265525,"Sodium regulations"
"42",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",5.93121461884219,25.4464444978136,138.405612827746,23.335121340587,"CVD primary prevention"
"43",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",7.04267849576905,22.5492754103527,121.20250872128,17.2097176939276,"Heart failure acute treatment"
"44",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.242489674635104,0.735503223769038,3.60651695535401,14.8728681366787,"Depression chronic treatment"
"45",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",3.86637764115517,7.08168692751564,39.1125703783692,10.1160760816637,"Medical management of ACS"
"46",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",6.12885696481948,10.4898705411126,57.1458224900147,9.32405876300263,"Asthma/COPD acute treatment"
"47",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.129065306638408,0.208890904507866,1.13433980033569,8.78888238737685,"IDU harm reduction measures"
"48",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",12.0586944779885,17.6321145939327,97.0089202499286,8.04472826034403,"CVD secondary prevention"
"49",3.9,"First-level hospital surgical package","LIC+LMIC",0.0385982770029957,0.0468819089508213,0.236764355358625,6.13406539727793,"Repair of gastrointestinal perforations"
"50",3.7,"First-level hospital surgical package","LIC+LMIC",0.264676780844108,0.30289133121503,1.45884475703805,5.51179726602953,"Management of appendicitis"
"51",3.3,"First-level hospital surgical package","LIC+LMIC",1.96824038584521,2.08914114496686,10.0070061309721,5.0842398128493,"Cervical cancer screening and treatment"
"52",4.4,"Referral hospital NCDs package","LIC+LMIC",0.202743835880409,0.157502693355528,0.847082156927346,4.17809080729344,"Treatment of early-stage colorectal cancer"
"53",3.6,"First-level hospital surgical package","LIC+LMIC",1.67647578858857,1.35678351810718,6.68915712197431,3.99001116956538,"Management of bowel obstruction"
"54",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.40408844342958,0.689308989418693,3.62262097135105,2.58005183954265,"Alcohol use screening/brief intervention"
"55",4.2,"Referral hospital NCDs package","LIC+LMIC",0.236717518479317,0.103455498488548,0.568519526633179,2.4016791418116,"Management of acute ventilatory failure"
"56",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.62286277642196,0.712023122652862,3.57964685456986,2.20576065122534,"Schizophrenia chronic treatment"
"57",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",2.78548315250295,0.883594608658,4.48365666026903,1.60965132969487,"Asthma/COPD chronic treatment"
"58",4.1,"Referral hospital NCDs package","LIC+LMIC",2.65188120532322,0.646170069976187,3.83518585262597,1.44621329376575,"PCI for ACS"
"59",3.8,"First-level hospital surgical package","LIC+LMIC",7.52682505372732,1.97195132289299,9.93319306802799,1.31970558597068,"Repair of hernias"
"60",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",35.000899070008,5.01446240553538,26.9167665716181,0.769030718833244,"Diabetes screening and treatment"
"61",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",2.72065202909631,0.446339037669138,2.05497688622924,0.755325144212513,"Bipolar disorder chronic treatment"
"62",5.1,"Tobacco tax","LMIC",0.0016846503388958,2.18772871047152,1.3467742380537,799.438439514067,"Tobacco tax"
"63",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.144967935609476,3.42014900968772,19.7327262984479,136.117867827029,"Epilepsy acute and chronic treatment"
"64",5.4,"Alcohol regulations","LMIC",0.00192438297563196,0.311124917920906,0.186555890614725,96.9432243877865,"Alcohol regulations"
"65",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.00443499360576674,0.0717060517686994,0.425756997410253,95.9994613874187,"Aspirin for suspected ACS"
"66",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.801494229559303,9.00142276241171,53.4487642416028,66.6863993156773,"Heart failure chronic treatment"
"67",5.2,"Alcohol tax","LMIC",0.00151034911038141,0.166946687626773,0.100093476811893,66.2717487790729,"Alcohol tax"
"68",5.3,"Tobacco regulations","LMIC",0.0103201399313965,0.915626160364687,0.563589880194215,54.6106820198854,"Tobacco regulations"
"69",5.6,"Trans fat regulations","LMIC",0.0683588026991711,1.17329819320405,3.48152442687611,50.9301551432574,"Trans fat regulations"
"70",4.3,"Referral hospital NCDs package","LMIC",0.0247362307218884,0.211336741749061,1.2592051155829,50.9052947371107,"Treatment of early-stage breast cancer"
"71",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.0862066551544281,0.468034629114378,2.77637592894161,32.2060509593847,"Pulmonary rehabilitation"
"72",5.5,"Sodium regulations","LMIC",0.0751040237052695,0.787203151381556,2.33411848390045,31.0784744777487,"Sodium regulations"
"73",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",5.43189834714693,22.7302288544277,134.792876964954,24.8150588156263,"CVD primary prevention"
"74",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",6.40365096389792,19.7885646238015,117.527200000798,18.3531552021472,"Heart failure acute treatment"
"75",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.204905581472176,0.576230127790369,3.39536504549062,16.5703882788165,"Depression chronic treatment"
"76",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",3.61952477233443,6.44730062664585,38.2673921779844,10.5724907508517,"Medical management of ACS"
"77",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",5.50100452227151,9.4134014683273,55.7181235874056,10.128718011742,"Asthma/COPD acute treatment"
"78",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.11845774124693,0.182949189704333,1.09941978481549,9.28111386594576,"IDU harm reduction measures"
"79",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",11.2533372888818,15.9771540766188,94.8049330671546,8.42460601983564,"CVD secondary prevention"
"80",3.9,"First-level hospital surgical package","LMIC",0.0362793831737351,0.0382377290451628,0.225315635762142,6.21056964180311,"Repair of gastrointestinal perforations"
"81",3.7,"First-level hospital surgical package","LMIC",0.234416069868849,0.233439525391363,1.36751119931583,5.83369220412632,"Management of appendicitis"
"82",3.3,"First-level hospital surgical package","LMIC",1.80001021016333,1.56911243227511,9.31077531048872,5.17262360953157,"Cervical cancer screening and treatment"
"83",4.4,"Referral hospital NCDs package","LMIC",0.190592186589446,0.137329452271425,0.819996185578727,4.30235992488548,"Treatment of early-stage colorectal cancer"
"84",3.6,"First-level hospital surgical package","LMIC",1.57419669493117,1.06293408516281,6.29739189884638,4.00038439867371,"Management of bowel obstruction"
"85",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.21345399330499,0.588962594052682,3.48909448116032,2.87534138122315,"Alcohol use screening/brief intervention"
"86",4.2,"Referral hospital NCDs package","LMIC",0.205352791582045,0.0937721912027483,0.555664677974233,2.70590272327623,"Management of acute ventilatory failure"
"87",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.53296445862001,0.607644876320732,3.44618256549576,2.24805118352061,"Schizophrenia chronic treatment"
"88",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",2.38622771103797,0.723304213755512,4.27157460665199,1.79009513085988,"Asthma/COPD chronic treatment"
"89",4.1,"Referral hospital NCDs package","LMIC",2.65188120532322,0.646170069976187,3.83518585262597,1.44621329376575,"PCI for ACS"
"90",3.8,"First-level hospital surgical package","LMIC",7.01207979198153,1.60032875938163,9.44123484820854,1.34642433176599,"Repair of hernias"
"91",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",2.4517771671307,0.336441083144936,1.91429134892213,0.780777052085207,"Bipolar disorder chronic treatment"
"92",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",33.464548771432,4.3799562544732,26.070444426174,0.779046644382958,"Diabetes screening and treatment"
