"","Code","Intervention","WB_Region","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","Gross.benefits","Forgone.surplus","BCR","BCR.without.surplus"
"1",5.1,"Tobacco tax","LIC",507936.220913017,1776232.09532021,1268295.87440719,123018.260655808,88420097.9780052,87909839.2334331,510258.744572148,740290736.693497,6662616.63024147,93.3424415235421,583.689304390044
"2",5.4,"Alcohol regulations","LIC",852483.941037117,1474109.62005163,621625.679014515,19331.4492841706,31500939.2872662,31398561.5656701,102377.721596124,145333763.425244,1308003.8708272,75.3169246590186,233.796267322237
"3",5.3,"Tobacco regulations","LIC",1149643.77850664,1941049.81481281,791406.036306171,26377.0707598741,88420097.9780052,88299976.1748229,120121.803182334,174417985.304338,1569761.86773904,73.8693699018696,220.390011325187
"4",5.2,"Alcohol tax","LIC",1400706.13528438,1849490.26051038,448784.125226,5881.3005878428,31500939.2872662,31470787.1169804,30152.1702857745,42757199.2410928,384814.793169836,51.2922921293781,95.2734217583143
"5",4.3,"Treatment of early-stage breast cancer","LIC",795040.815426775,4478060.73199815,3683019.91657138,9948.66885985451,6073076.95633765,5986331.40583466,86745.5505029892,123521093.120015,0,33.5379921689384,33.5379921689384
"6",2.5,"Aspirin for suspected ACS","LIC",427070.122152507,831203.707484995,404133.585332488,2331.59060988034,23540852.6061078,23531615.4486928,9237.15741502997,13063099.3425902,0,32.3237162579372,32.3237162579372
"7",1.2,"Pulmonary rehabilitation","LIC",6062512.17185182,11037195.8487818,4974683.67693001,8374.32549906892,7949703.66689381,7902127.75921704,47575.9076767701,67176610.2392243,0,13.5036948280258,13.5036948280258
"8",2.13,"Epilepsy acute and chronic treatment","LIC",42319395.6004187,177335096.284772,135015700.684353,19322.7234993954,7055577.848146,5752621.41918603,1302956.42895997,1794611611.82202,0,13.2918734837925,13.2918734837925
"9",2.7,"Heart failure chronic treatment","LIC",180714607.038051,384965057.353135,204250450.315083,366464.663133612,31233516.4355908,29458439.3120219,1775077.12356887,2502113593.19768,0,12.2502231419213,12.2502231419213
"10",1.1,"IDU harm reduction measures","LIC",807558.049325068,31691219.7098994,30883661.6605743,4262.58116505165,5829778.3687538,5584533.13398128,245245.234772516,349541808.116008,0,11.3180170135793,11.3180170135793
"11",5.6,"Trans fat regulations","LIC",4386516.9092433,20632719.1760194,16246202.2667761,24588.6104740306,23540852.6061078,23428009.2575912,112843.348516625,159568974.740795,159568.974740795,9.72639276701517,9.82192466402552
"12",5.5,"Salt regulations","LIC",0,36622918.074489,36622918.074489,35979.2341768796,48837631.6312404,48682992.9411434,154638.690096963,218312889.123345,218312.889123345,5.92577618644095,5.96110033283827
"13",2.1,"Depression chronic treatment","LIC",70774785.0514825,147484646.78137,76709861.7298872,3550.1702384888,21854072.3968493,21567147.4611297,286924.935719596,403659574.480984,0,5.26216011055216,5.26216011055216
"14",2.4,"CVD primary prevention","LIC",974750251.906842,1978986766.39702,1004236514.49017,844936.042305466,48837631.6312404,45306592.2806164,3531039.35062404,4989873723.4103,0,4.96882323178972,4.96882323178972
"15",3.7,"Management of appendicitis","LIC",1715377.98031656,45327745.8402654,43612367.8599489,8265.49027087831,830569.280631627,698035.873428315,132533.407203312,185089478.87008,0,4.24396766221115,4.24396766221115
"16",3.2,"Heart failure acute treatment","LIC",501489341.56625,2154591976.5937,1653102635.02745,912000.287758019,31233516.4355908,26913001.5893399,4320514.84625093,6062290924.39939,0,3.66721992690956,3.66721992690956
"17",3.9,"Repair of gastrointestinal perforations","LIC",241503.166590194,6973102.25929349,6731599.0927033,2055.81415012133,1918080.61258642,1901363.2305096,16717.3820768138,23520159.1886491,0,3.49399286332184,3.49399286332184
"18",3.3,"Cervical cancer screening and treatment","LIC",95482440.7518913,546221612.768414,450739172.016522,119206.567717449,5329853.57466855,4357280.32464643,972573.25002212,1380456421.90504,0,3.06265021460003,3.06265021460003
"19",3.6,"Management of bowel obstruction","LIC",10770567.9523781,307230684.409645,296460116.457267,53365.6019396415,3619262.61378108,3040182.80608797,579079.807693108,819118997.720698,0,2.76299897439583,2.76299897439583
"20",3.1,"Medical management of ACS","LIC",268865961.832556,870360946.800953,601494984.968396,247599.670419272,23540852.6061078,22491106.2134937,1049746.39261414,1484349410.85031,0,2.46776689406363,2.46776689406363
"21",2.6,"CVD secondary prevention","LIC",1749670665.11778,3276948916.50488,1527278251.3871,505675.46515134,29745317.4952085,27644393.9211336,2100923.57407485,2971099231.52131,0,1.94535555575607,1.94535555575607
"22",4.4,"Treatment of early-stage colorectal cancer","LIC",6660560.5825657,39414017.8090189,32753457.2264532,5813.07116976407,2306156.49100756,2268667.38660437,37489.1044031846,53328192.5050481,0,1.62816987948307,1.62816987948307
"23",3.4,"Asthma/COPD acute treatment","LIC",443350464.075261,2072781783.43237,1629431319.35711,228377.547263388,14950699.7786193,13127464.1982129,1823235.5804064,2560666963.72008,0,1.57150960172435,1.57150960172435
"24",2.12,"Schizophrenia chronic treatment","LIC",197789797.215083,367444710.041138,169654912.826055,31.9244661712673,2228072.45694559,2123242.34946341,104830.107482187,143389860.982698,0,0.845185433148725,0.845185433148725
"25",3.8,"Repair of hernias","LIC",50231626.0652768,1543383665.23933,1493152039.17406,37472.8228218745,4121813.24807576,3397069.4680037,724743.780072062,1016831343.33263,0,0.680996520551983,0.680996520551983
"26",2.9,"Alcohol use screening/brief intervention","LIC",14502019.2063661,570669863.617775,556167844.411409,7405.29588892035,9333262.0802437,9136104.07657123,197158.003672468,278436164.749841,0,0.500633338564384,0.500633338564384
"27",2.3,"Diabetes screening and treatment","LIC",3424477537.87182,6308885324.63996,2884407786.76814,85696.0862548888,41512250.4109366,40683778.7567863,828471.654150256,1172193563.62412,0,0.406389682139055,0.406389682139055
"28",2.14,"Asthma/COPD chronic treatment","LIC",744821318.522036,1557865568.80696,813044250.284923,18053.1707706801,7000996.11172548,6783164.77908044,217831.33264504,306179411.18878,0,0.376583944947009,0.376583944947009
"29",2.11,"Bipolar disorder chronic treatment","LIC",75708637.217904,832562710.238846,756854073.020942,95.0678054262771,2417695.64477075,2251201.88112549,166493.763645259,227836991.288827,0,0.301031598309867,0.301031598309867
"30",4.2,"Management of acute ventilatory failure","LIC",19223952.6476215,102206193.082584,82982240.4349627,2540.5096950571,14950699.7786193,14933510.6689362,17189.1096830463,24230722.0154597,0,0.291998889020724,0.291998889020724
"31",5.1,"Tobacco tax","LIC/LMC",8860282.17037087,40663652.707042,31803370.5366711,1553546.55885519,721631256.157733,715366772.100676,6264484.05705724,33664179115.0265,302977612.035238,100.555828638789,1058.50979147665
"32",5.3,"Tobacco regulations","LIC/LMC",32423658.4761944,47251719.2669942,14828060.7907998,329337.610035974,721631256.157733,720287042.14621,1344214.01152295,7222609368.68984,65003484.3182086,90.4731251139824,487.090623014655
"33",5.4,"Alcohol regulations","LIC/LMC",10484108.4686464,28643035.2725113,18158926.8038649,152728.513878295,216543022.29782,215751883.59098,791138.706839845,4177885763.70609,37600971.8733548,74.9263514248983,230.073385328965
"34",2.5,"Aspirin for suspected ACS","LIC/LMC",11149587.34298,19412922.386399,8263335.04341895,23590.8439449948,242772346.74851,242677045.175078,95298.1059884556,499799429.316751,0,60.4839845765178,60.4839845765178
"35",5.2,"Alcohol tax","LIC/LMC",10651073.7774943,30780990.4153109,20129916.6378166,72252.8956979169,216543022.29782,216172212.20239,370809.438395622,1957317695.76196,17615859.2618577,51.855277818752,97.234267333472
"36",2.7,"Heart failure chronic treatment","LIC/LMC",2036725488.74612,3708237227.51838,1671511738.77226,2772451.71046252,280322569.283631,267842455.076834,12480114.206797,65330592283.7475,0,39.0847343565372,39.0847343565372
"37",5.6,"Trans fat regulations","LIC/LMC",424257053.872045,601314100.37717,177057046.505126,311497.828707041,242772346.74851,241420958.552161,1351388.19634951,7084883941.20773,7084883.94120773,38.4751258121113,40.0146962860505
"38",4.3,"Treatment of early-stage breast cancer","LIC/LMC",30475994.3717242,92422997.8792691,61947003.5075449,57036.0997640977,32843402.6977041,32406486.9133545,436914.479944094,2298694989.12339,0,37.107444411632,37.107444411632
"39",5.5,"Salt regulations","LIC/LMC",1028661792.88584,1319397176.39111,290735383.505268,469311.878251256,415871746.599032,413872930.645733,1998815.95329838,10475637744.7623,10475637.7447623,34.7784012061983,36.0315198599569
"40",2.13,"Epilepsy acute and chronic treatment","LIC/LMC",1974684531.74356,2650383164.27524,675698632.53168,66375.235796035,30252412.8225937,26168009.4895385,4084403.33305524,20908870405.6497,0,30.9440768398616,30.9440768398616
"41",1.1,"IDU harm reduction measures","LIC/LMC",14107079.2712041,381724969.125605,367617889.854401,29175.8669141465,46929015.1517869,44952420.0706588,1976592.73392344,10456127026.2995,0,28.4429221614889,28.4429221614889
"42",2.1,"Depression chronic treatment","LIC/LMC",577811937.724508,1010518503.17338,432706565.448868,22553.4510225895,160398259.826822,158549261.742507,1848997.26703416,9629163409.94637,0,22.2533332720698,22.2533332720698
"43",1.2,"Pulmonary rehabilitation","LIC/LMC",212148479.530685,371524464.954693,159375985.424008,132223.200763332,98041635.5148466,97416445.3367601,625190.178086533,3275320062.63783,0,20.5509007767015,20.5509007767015
"44",2.4,"CVD primary prevention","LIC/LMC",13996706794.3697,24624809803.4442,10628103009.0745,7451206.91058023,415871746.599032,384883001.373585,30988745.2254463,162430235003.772,0,15.2830881357742,15.2830881357742
"45",3.2,"Heart failure acute treatment","LIC/LMC",17040390013.7451,29472952595.1091,12432562581.364,6051094.35029372,280322569.283631,253301973.870077,27020595.413554,141066473933.153,0,11.3465323830026,11.3465323830026
"46",3.7,"Management of appendicitis","LIC/LMC",48414810.0943823,408307576.321204,359892766.226822,45639.4960050754,3548717.10153017,2987444.69128329,561271.392437406,2908126675.10248,0,8.0805366153696,8.0805366153696
"47",3.1,"Medical management of ACS","LIC/LMC",9746545596.14333,16407878558.7372,6661332962.59392,2097846.70778536,242772346.74851,233936798.881071,8835547.86743899,46327548607.3458,0,6.95469643500688,6.95469643500688
"48",3.4,"Asthma/COPD acute treatment","LIC/LMC",14084513959.74,25251620488.3815,11167106528.6415,2307721.37173264,136249896.373851,123290254.311929,12959642.0619216,67632798376.5264,0,6.05642994477226,6.05642994477226
"49",2.6,"CVD secondary prevention","LIC/LMC",30041088500.186,50922695648.0845,20881607147.8985,5121562.43901724,293488269.349348,272306019.903913,21182249.4454346,111066976921.833,0,5.3188902623815,5.3188902623815
"50",3.9,"Repair of gastrointestinal perforations","LIC/LMC",13113984.8779633,119856132.674812,106742147.796849,13948.3897205294,10492958.2678565,10405204.6646101,87750.7190049781,457437832.463618,0,4.2854471444046,4.2854471444046
"51",3.3,"Cervical cancer screening and treatment","LIC/LMC",2228174811.84444,6904490337.36411,4676315525.51967,463908.11612667,20625150.4013863,17061339.4009233,3563811.00046302,18698146158.6304,0,3.99847830125889,3.99847830125889
"52",3.6,"Management of bowel obstruction","LIC/LMC",707915174.3779,5271843401.39744,4563928227.01954,306434.271468961,16602104.6103416,14027405.9818103,2574698.62853122,13483556687.9321,0,2.95437526999357,2.95437526999357
