"","Code","Intervention","WB_Region","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","Gross.benefits","Forgone.surplus","BCR","BCR.without.surplus"
"1",5.1,"Tobacco tax","LIC",507936.220913017,1776252.83075054,1268316.60983752,158311.72547343,88420097.9780052,87763843.9619874,656254.016017857,952123066.795641,5855556.86079319,133.652439325448,750.698255790891
"2",5.4,"Alcohol regulations","LIC",852483.941037117,1474111.69842566,621627.757388547,24856.0737230502,31500939.2872662,31369308.0994437,131631.187822499,186861784.612269,1149199.97536545,105.522282690739,300.60077335876
"3",5.3,"Tobacco regulations","LIC",1149643.77850664,1941053.91321904,791410.134712408,33917.0025602283,88420097.9780052,88265650.0790654,154447.898939836,224260351.130927,1379201.1594552,103.316679376685,283.368055695195
"4",5.2,"Alcohol tax","LIC",1400706.13528438,1849490.99568253,448784.860398149,7561.8447066858,31500939.2872662,31462171.8749053,38767.4123608596,54974052.9904114,338090.42589103,69.8637432745705,122.495337613751
"5",4.3,"Treatment of early-stage breast cancer","LIC",795040.815426775,4478096.37714241,3683055.56171564,12791.3101626763,6073076.95633765,5961545.79702119,111531.159316455,158814617.342842,0,43.1203425203998,43.1203425203998
"6",2.5,"Aspirin for suspected ACS","LIC",427070.122152507,831204.696465264,404134.574312758,2997.78598531262,23540852.6061078,23528976.2203181,11876.385789675,16795475.0068172,0,41.5591143998962,41.5591143998962
"7",1.2,"Pulmonary rehabilitation","LIC",6062512.17185182,11037291.9941122,4974779.82226036,10767.4672331149,7949703.66689381,7888533.7008449,61169.9660489105,86371353.0976529,0,17.3618443797597,17.3618443797597
"8",2.13,"Epilepsy acute and chronic treatment","LIC",42319395.6004187,177335527.110267,135016131.509848,24843.6561384148,7055577.848146,5418715.55852852,1636862.28961748,2250998168.57072,0,16.6720683180478,16.6720683180478
"9",2.7,"Heart failure chronic treatment","LIC",180714607.038051,385185895.105246,204471288.067195,462849.199086565,31233516.4355908,28984462.078622,2249054.35696883,3167820010.46267,0,15.4927375887691,15.4927375887691
"10",1.1,"IDU harm reduction measures","LIC",807558.049325068,31691256.3742958,30883698.3249707,5480.48872892123,5829778.3687538,5514461.76623984,315316.602513963,449412892.454089,0,14.5517835242783,14.5517835242783
"11",5.6,"Trans fat regulations","LIC",4386516.9092433,20632788.1024989,16246271.1932556,31617.4209677725,23540852.6061078,23395762.6608003,145089.945307483,205168676.751554,82067.4707006215,12.5651899421005,12.628662559611
"12",5.5,"Salt regulations","LIC",0,36623120.085482,36623120.085482,46277.9187384934,48837631.6312404,48638783.948408,198847.682832435,280728174.095152,112291.269638061,7.6418954828452,7.66532653252658
"13",2.1,"Depression chronic treatment","LIC",70774785.0514825,147484734.166992,76709949.1155095,4564.51335097577,21854072.3968493,21485325.2536714,368747.143177956,518761000.436772,0,6.76262996414747,6.76262996414747
"14",2.4,"CVD primary prevention","LIC",974750251.906842,1979479379.38484,1004729127.478,1089512.60495273,48837631.6312404,44293116.680899,4544514.95034136,6422544959.23973,0,6.3923148872584,6.3923148872584
"15",3.7,"Management of appendicitis","LIC",1715377.98031656,45327784.694867,43612406.7145504,10627.1070138056,830569.280631627,661448.438844803,169120.841786823,236097447.122894,0,5.41353859850447,5.41353859850447
"16",3.2,"Heart failure acute treatment","LIC",501489341.56625,2157713826.2713,1656224484.70505,1114452.40552794,31233516.4355908,25887649.8556075,5345866.57998336,7485754440.70955,0,4.51977042353811,4.51977042353811
"17",3.9,"Repair of gastrointestinal perforations","LIC",241503.166590194,6973108.56835443,6731605.40176424,2643.19929009282,1918080.61258642,1896586.81515362,21493.7974327962,30240235.6825027,0,4.49227693509445,4.49227693509445
"18",3.3,"Cervical cancer screening and treatment","LIC",95482440.7518913,546247726.560428,450765285.808536,153303.358737168,5329853.57466855,4079176.72554286,1250676.84912568,1775217143.92235,0,3.93822949506448,3.93822949506448
"19",3.6,"Management of bowel obstruction","LIC",10770567.9523781,307236005.14509,296465437.192712,68617.1345618775,3619262.61378108,2874717.37417602,744545.239605061,1053174302.72943,0,3.5524353621189,3.5524353621189
"20",3.1,"Medical management of ACS","LIC",268865961.832556,870737901.641439,601871939.808882,318611.36126713,23540852.6061078,22190770.4424893,1350082.16361855,1909069030.87639,0,3.17188575277757,3.17188575277757
"21",2.6,"CVD secondary prevention","LIC",1749670665.11778,3279367585.11111,1529696919.99334,651399.12296233,29745317.4952085,27042321.0363622,2702996.45884629,3822732141.88115,0,2.49901277299937,2.49901277299937
"22",4.4,"Treatment of early-stage colorectal cancer","LIC",6660560.5825657,39414211.9439904,32753651.3614247,7474.00605689527,2306156.49100756,2257956.00796455,48200.483043008,68565133.2029371,0,2.09335846090396,2.09335846090396
"23",3.4,"Asthma/COPD acute treatment","LIC",443350464.075261,2072909678.2836,1629559214.20834,286662.554562066,14950699.7786193,12643867.6973705,2306832.08124879,3236924855.62192,0,1.98638062820839,1.98638062820839
"24",2.12,"Schizophrenia chronic treatment","LIC",197789797.215083,367444711.7984,169654914.583317,41.0457429115454,2228072.45694559,2093349.85308938,134722.603856213,184271683.208619,0,1.08615588096108,1.08615588096108
"25",3.8,"Repair of hernias","LIC",50231626.0652768,1543399889.80867,1493168263.74339,48184.3456132849,4121813.24807576,3200962.82129058,920850.426785178,1291205270.84087,0,0.864741973288262,0.864741973288262
"26",2.9,"Alcohol use screening/brief intervention","LIC",14502019.2063661,570670986.187079,556168966.980713,9521.14942871176,9333262.0802437,9079772.22827914,253489.851964558,357990858.137178,0,0.64367283935422,0.64367283935422
"27",2.3,"Diabetes screening and treatment","LIC",3424477537.87182,6309180132.28682,2884702594.415,110205.150732323,41512250.4109366,40446996.9715956,1065253.439341,1507220878.45999,0,0.5224874416441,0.5224874416441
"28",2.14,"Asthma/COPD chronic treatment","LIC",744821318.522036,1557869983.71554,813048665.193509,23211.9179353777,7000996.11172548,6720925.19382882,280070.917896656,393662363.203525,0,0.484180566374624,0.484180566374624
"29",2.11,"Bipolar disorder chronic treatment","LIC",75708637.217904,832562723.078027,756854085.860123,122.230041465811,2417695.64477075,2203884.30628972,213811.33848103,292562585.052468,0,0.386550843178691,0.386550843178691
"30",4.2,"Management of acute ventilatory failure","LIC",19223952.6476215,102206336.287178,82982383.6395566,3265.69423457202,14950699.7786193,14928602.5782136,22097.2004057223,31149211.462233,0,0.375371375176847,0.375371375176847
"31",5.1,"Tobacco tax","LIC/LMC",8860282.17037087,40664935.7533416,31804653.5829707,1998806.90077328,721631256.157733,713574765.98087,8056490.17686267,43294815836.8826,266263117.396828,145.25158387492,1361.27298868189
"32",5.3,"Tobacco regulations","LIC/LMC",32423658.4761944,47251957.4884653,14828299.0122709,423482.07863427,721631256.157733,719902904.671758,1728351.48597474,9286647944.10323,57112884.8562348,129.086671148996,626.278707788279
"33",5.4,"Alcohol regulations","LIC/LMC",10484108.4686464,28643119.0701746,18159010.6015282,196373.418774333,216543022.29782,215525822.945806,1017199.35201397,5371685834.7812,33035867.8839044,104.926234687903,295.813794741059
"34",2.5,"Aspirin for suspected ACS","LIC/LMC",11149587.34298,19412947.1002286,8263359.75724853,30331.3391039003,242772346.74851,242649815.77376,122529.666558151,642614453.934855,0,77.7667284025921,77.7667284025921
"35",5.2,"Alcohol tax","LIC/LMC",10651073.7774943,30781034.3145224,20129960.5370281,92898.3809139737,216543022.29782,216066261.945801,476760.352019124,2516580143.93795,15476967.8852184,70.6766984811204,125.01664567642
"36",5.6,"Trans fat regulations","LIC/LMC",424257053.872045,601317038.295637,177059984.423592,400579.657297904,242772346.74851,241034724.384456,1737622.36405463,9109826862.60216,3643930.74504087,50.4130021427641,51.4505120525038
"37",2.7,"Heart failure chronic treatment","LIC/LMC",2036725488.74612,3710026727.54799,1673301238.80187,3517447.53642774,280322569.283631,264453226.261551,15869343.0220792,83028853403.9753,0,49.6197884030888,49.6197884030888
"38",4.3,"Treatment of early-stage breast cancer","LIC/LMC",30475994.3717242,92423547.746163,61947553.3744388,73332.9419552305,32843402.6977041,32281649.0387113,561752.930141521,2955495782.91762,0,47.7096450452737,47.7096450452737
"39",5.5,"Salt regulations","LIC/LMC",1028661792.88584,1319403834.26401,290742041.378177,603682.399087556,415871746.599032,413301432.512425,2570314.08660637,13470961650.5236,5388384.66020944,45.4899614022687,46.3330366212897
"40",2.13,"Epilepsy acute and chronic treatment","LIC/LMC",1974684531.74356,2650386033.05582,675701501.312262,85340.1751763812,30252412.8225937,25089214.2520225,5163198.57057127,26403365876.0627,0,39.0754879555328,39.0754879555328
"41",1.1,"IDU harm reduction measures","LIC/LMC",14107079.2712041,381725317.157837,367618237.886633,37512.1250738343,46929015.1517869,44387661.717404,2541350.82924593,13443690147.0963,0,36.5697040070196,36.5697040070196
"42",2.1,"Depression chronic treatment","LIC/LMC",577811937.724508,1010519048.26821,432707110.543697,28997.3421088568,160398259.826822,158021867.69826,2376391.07777226,12375514689.2561,0,28.6002110612564,28.6002110612564
"43",1.2,"Pulmonary rehabilitation","LIC/LMC",212148479.530685,371532156.456456,159383676.925771,170015.978336612,98041635.5148466,97237793.5106532,803842.004193427,4211271618.15275,0,26.4222265377529,26.4222265377529
"44",2.4,"CVD primary prevention","LIC/LMC",13996706794.3697,24631649017.5964,10634942223.2267,9605090.92574223,415871746.599032,375992567.543998,39879179.055034,209043416616.72,0,19.6562813627863,19.6562813627863
"45",3.2,"Heart failure acute treatment","LIC/LMC",17040390013.7451,29502541309.6034,12462151295.8582,7509859.79251333,280322569.283631,246529785.744979,33792783.5386516,176186485303.256,0,14.1377263941428,14.1377263941428
"46",3.7,"Management of appendicitis","LIC/LMC",48414810.0943823,408307924.270549,359893114.176167,58679.6759303752,3548717.10153017,2832813.21663618,715902.576281811,3707961814.90034,0,10.3029529292002,10.3029529292002
"47",3.1,"Medical management of ACS","LIC/LMC",9746545596.14333,16413333872.0923,6666788275.94896,2699399.26821769,242772346.74851,231409300.315519,11363046.4329911,59581116498.8171,0,8.93700445141799,8.93700445141799
"48",3.4,"Asthma/COPD acute treatment","LIC/LMC",14084513959.74,25255648970.0544,11171135010.3144,2915284.7728075,136249896.373851,119813041.561297,16436854.8125534,85720837070.5185,0,7.6734223506718,7.6734223506718
"49",2.6,"CVD secondary prevention","LIC/LMC",30041088500.186,50961125361.0624,20920036860.8764,6597223.79796401,293488269.349348,266236643.223784,27251626.1255636,142897384265.061,0,6.83064686813723,6.83064686813723
"50",3.9,"Repair of gastrointestinal perforations","LIC/LMC",13113984.8779633,119856283.372667,106742298.494704,17933.7219856076,10492958.2678565,10380132.0594717,112822.998674374,588137694.16512,0,5.50988410835374,5.50988410835374
"51",3.3,"Cervical cancer screening and treatment","LIC/LMC",2228174811.84444,6904667219.83408,4676492407.98964,596546.940170892,20625150.4013863,16042600.9252527,4582549.47613359,24043321276.8495,0,5.14131515230781,5.14131515230781
"52",3.6,"Management of bowel obstruction","LIC/LMC",707915174.3779,5271925245.78113,4564010071.40323,394010.526853082,16602104.6103416,13291714.0618364,3310390.54850515,17336357915.8984,0,3.79849247584333,3.79849247584333
"53",4.4,"Treatment of early-stage colorectal cancer","LIC/LMC",227540968.877721,715337996.713894,487797027.836173,60219.1052027666,17632228.6711416,17290671.0333144,341556.429877225,1798676290.59795,0,3.68734573594415,3.68734573594415
"54",2.9,"Alcohol use screening/brief intervention","LIC/LMC",116036275.624937,4154053517.31349,4038017241.68856,85788.1540649095,67119371.4485419,65390642.3995295,1728729.04901241,9047612094.27575,0,2.24060759346643,2.24060759346643
"55",4.2,"Management of acute ventilatory failure","LIC/LMC",510560748.280452,959694275.809263,449133527.528811,33087.5543721571,136249896.373851,136080392.351132,169501.854165997,887298916.807301,0,1.9755793375955,1.9755793375955
"56",2.12,"Schizophrenia chronic treatment","LIC/LMC",4999815530.05539,7345861920.75764,2346046390.70225,231.885730215751,16354025.5938556,15550882.4106445,803143.183211098,4068204475.83381,0,1.73406821448917,1.73406821448917
"57",2.14,"Asthma/COPD chronic treatment","LIC/LMC",6364172378.92414,11458124778.7971,5093952399.873,185484.502417924,38208260.8590041,36795384.4747522,1412876.38425193,7375130040.35698,0,1.447820761054,1.447820761054
"58",4.1,"PCI for ACS","LIC/LMC",6870093011.10702,11363985036.4764,4493892025.36936,196799.530108196,219231494.142402,218225453.880162,1006040.26224081,5273880415.75745,0,1.17356633981965,1.17356633981965
"59",3.8,"Repair of hernias","LIC/LMC",2341868667.93083,23205985960.4532,20864117292.5224,262918.322009055,21037688.0918701,16330289.564739,4707398.52713109,24482015069.0566,0,1.1734028679867,1.1734028679867
"60",2.11,"Bipolar disorder chronic treatment","LIC/LMC",988696374.500691,8445107442.79849,7456411068.2978,861.500853335708,17745316.1276886,16208686.0606388,1536630.06704977,7783191545.49858,0,1.04382543749367,1.04382543749367
"61",2.3,"Diabetes screening and treatment","LIC/LMC",85650929136.7038,147196038126.715,61545108990.0114,1068736.99691827,377355060.642758,369310058.153403,8045002.48935575,42259994356.8752,0,0.686650735539909,0.686650735539909
"62",5.1,"Tobacco tax","LMC",8352345.94945785,38888682.9225911,30536336.9731332,1840495.17529985,633211158.179728,625810922.018883,7400236.16084481,47740669393.0402,293605116.767197,147.283443207129,1563.40524520161
"63",5.3,"Tobacco regulations","LMC",31274014.6976878,45310903.5752462,14036888.8775585,389565.076074042,633211158.179728,631637254.592693,1573903.5870349,10151200968.0539,62429885.9535314,132.753094274961,723.180261424106
"64",5.4,"Alcohol regulations","LMC",9631624.52760926,27169007.371749,17537382.8441397,171517.345051283,185042083.010554,184156514.846363,885568.164191467,5614177605.46606,34527192.2736163,107.831046210755,320.126307064232
"65",2.5,"Aspirin for suspected ACS","LMC",10722517.2208275,18581742.4037633,7859225.18293577,27333.5531185877,219231494.142402,219120839.553442,110653.280768476,696242252.724726,0,88.5891721535645,88.5891721535645
"66",5.2,"Alcohol tax","LMC",9250367.64220997,28931543.3188399,19681175.6766299,85336.5362072879,185042083.010554,184604090.070896,437992.939658264,2775162321.77215,17067248.2788988,75.5178596265934,141.005921971799
"67",5.6,"Trans fat regulations","LMC",419870536.962801,580684250.193138,160813713.230337,368962.236330132,219231494.142402,217638961.723655,1592532.41874715,10016622866.35,4006649.14654001,60.7729695645622,62.2871188354629
