"","NCD","sub_id","Intervention","Epi1","Measure1","StartAge1","StopAge1","Sex1","Adjustment1","Cost.adjustment","Ancilary","HS","Traded","Unit cost","Original.Unit.Cost","Original.Currency","Year","Country","calc_ICER","Platform","unique_id","ID","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange","exchange_end","gni","gni_selected_country","gni_adjust","tradable_ratio","tradable_uc","nontradable_uc","adjusted_uc"
"1",1.1,"a","IDU harm reduction measures","Opioid use disorders","Prevalence",15,"95+","Both",1,1.17,1,1.17,0.3,40.87,40.87,"USD",2011,"Ukraine","yes","HC","C1.1_a",1,"Ukraine",2011,53,107.9557247,289.3548945,2.68031079689468,1.28246742532182,7.96756283333333,26.9575243833333,3540,7260,2.05084745762712,0.3,15.7243331018708,46.480060274049,72.7791402498261
"2",1.2,"a","Pulmonary rehabilitation","Chronic obstructive pulmonary disease","Prevalence",30,"95+","Both",0.021,1.17,1,1.17,0,1583,1583,"Euros",2015,"France","yes","C","C1.2_a",2,"France",2015,57,105.5790178,110.5729469,1.04730039362045,1.12304970955428,1.11,1.11,42290,7260,0.171671790021282,0,0,256.405973292825,299.994988752605
"3",2.1,"a","Depression chronic treatment","Major depressive disorder","Prevalence",0,"95+","Both",0.0775,1.2285,1.05,1.17,0.3,61.3625,61.3625,"USD",2008,"South Africa","yes","HC","C2.1_a",3,"South Africa",2008,50,89.58703112,164.0515915,1.83119799204258,1.48633892297772,8.26122333333333,16.4591053903333,5410,7260,1.34195933456562,0.3,27.3616416483661,52.9802350908178,98.6999955740874
"4",2.11,"a","Bipolar disorder chronic treatment","Bipolar disorder","Prevalence",0,"95+","Both",1,1.2285,1.05,1.17,0.3,100,100,"USD",2020,"LIC","yes","HC","C2.11_a",4,"LIC",2020,62,168.3279499,168.3279499,1,1.01936941266942,555.7178304,555.7178304,840.5635121,7260,8.6370629886874,0.3,30.5810823800827,604.594409208118,780.313091416104
"5",2.12,"a","Schizophrenia chronic treatment","Schizophrenia","Prevalence",0,"95+","Both",1,1.2285,1.05,1.17,0.3,100,100,"USD",2020,"LIC","yes","HC","C2.12_a",5,"LIC",2020,62,168.3279499,168.3279499,1,1.01936941266942,555.7178304,555.7178304,840.5635121,7260,8.6370629886874,0.3,30.5810823800827,604.594409208118,780.313091416104
"6",2.13,"a","Epilepsy acute and chronic treatment","Idiopathic epilepsy","Incidence",0,"95+","Both",1,1.2285,1.05,1.17,0.3,2.3985,2.05,"USD",2020,"LIC","yes","HC","C2.13_a",6,"LIC",2020,62,168.3279499,168.3279499,1,1.01936941266942,555.7178304,555.7178304,840.5635121,7260,8.6370629886874,0.3,0.626912188791694,12.3941853887664,15.9964183740301
"7",2.13,"b","Epilepsy acute and chronic treatment","Idiopathic epilepsy","Prevalence",0,"95+","Both",1,1.2285,1.05,1.17,0.3,1181.232,1009.6,"ETB",2018,"Ethiopia","yes","HC","C2.13_b",7,"Ethiopia",2018,60,249.0905327,249.0905327,1,1.0668838183942,23.8661044574125,34.9271654040404,890,7260,8.15730337078652,0.3,13.5396110199657,165.055748770708,219.404399502842
"8",2.14,"a","Asthma/COPD chronic treatment","Chronic obstructive pulmonary disease","Prevalence",0,"95+","Both",0.33,1.25658,1.074,1.17,0.52,30.34395,24.7,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.14_a",8,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,7260,3.01377848463291,0.52,14.2204835661245,36.9554885836072,64.3067030839099
"9",2.14,"b","Asthma/COPD chronic treatment","Asthma","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.52,30.34395,24.7,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.14_b",9,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,7260,3.01377848463291,0.52,14.2204835661245,36.9554885836072,64.3067030839099
"10",2.3,"a","Diabetes screening and treatment","Diabetes mellitus type 2","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,88.452,72,"Yuan",2016,"China","yes","HC","C2.3_a",10,"China",2016,58,117.220567,128.1094436,1.09289220209965,1.1071693838465,6.6444778294468,6.90076726944925,10610,7260,0.68426013195099,0.3,3.59920814019415,5.46174876997709,11.385817234183
